Hand:,RIGHT
,"r2c1-5-6-5,r1c1-5-7-5,r1c2-5-8-5,r2c2-5-8-4,r2c3-5-8-3,r2c4-5-8-2"
ID,Timestamp,isSubmitting,isCheckingCube,CubesInShape,CurrentDragging,CurrentPlacing
,56.17798,0,0,1,,
,56.1788,0,0,1,,
,56.17962,0,0,1,,
,56.18042,0,0,1,,
,56.18145,0,0,1,,
,56.18227,0,0,1,,
,56.18317,0,0,1,,
,56.18431,0,0,1,,
,56.18513,0,0,1,,
,56.18595,0,0,1,,
,56.18676,0,0,1,,
,56.18758,0,0,1,,
,56.18839,0,0,1,,
,56.18945,0,0,1,,
,56.19027,0,0,1,,
,56.19119,0,0,1,,
,56.19201,0,0,1,,
,56.19283,0,0,1,,
,56.19364,0,0,1,,
,56.19448,0,0,1,,
,56.19529,0,0,1,,
,56.19611,0,0,1,,
,56.19692,0,0,1,,
,56.19772,0,0,1,,
,56.19854,0,0,1,,
,56.19957,0,0,1,,
,56.20039,0,0,1,,
,56.20142,0,0,1,,
,56.20223,0,0,1,,
,56.20304,0,0,1,,
,56.20386,0,0,1,,
,56.20467,0,0,1,,
,56.20548,0,0,1,,
,56.20654,0,0,1,,
,56.2074,0,0,1,,
,56.20827,0,0,1,,
,56.20911,0,0,1,,
,56.20999,0,0,1,,
,56.21112,0,0,1,,
,56.21258,0,0,1,,
,56.21345,0,0,1,,
,56.21447,0,0,1,,
,56.21532,0,0,1,,
,56.21654,0,0,1,,
,56.21737,0,0,1,,
,56.21819,0,0,1,,
,56.21901,0,0,1,,
,56.21983,0,0,1,,
,56.22065,0,0,1,,
,56.22168,0,0,1,,
,56.22272,0,0,1,,
,56.22355,0,0,1,,
,56.22437,0,0,1,,
,56.22519,0,0,1,,
,56.22601,0,0,1,,
,56.22683,0,0,1,,
,56.22785,0,0,1,,
,56.22869,0,0,1,,
,56.22952,0,0,1,,
,56.23053,0,0,1,,
,56.23136,0,0,1,,
,56.23218,0,0,1,,
,56.233,0,0,1,,
,56.23405,0,0,1,,
,56.23488,0,0,1,,
,56.23569,0,0,1,,
,56.23651,0,0,1,,
,56.23757,0,0,1,,
,56.23839,0,0,1,,
,56.23921,0,0,1,,
,56.24003,0,0,1,,
,56.24105,0,0,1,,
,56.24191,0,0,1,,
,56.24281,0,0,1,,
,56.244,0,0,1,,
,56.24482,0,0,1,,
,56.24586,0,0,1,,
,56.24667,0,0,1,,
,56.24749,0,0,1,,
,56.24833,0,0,1,,
,56.24916,0,0,1,,
,56.24997,0,0,1,,
,56.25078,0,0,1,,
,56.25181,0,0,1,,
,56.25265,0,0,1,,
,56.25346,0,0,1,,
,56.25449,0,0,1,,
,56.25533,0,0,1,,
,56.25641,0,0,1,,
,56.25723,0,0,1,,
,56.25805,0,0,1,,
,56.25894,0,0,1,,
,56.25982,0,0,1,,
,56.26064,0,0,1,,
,56.26188,0,0,1,,
,56.26271,0,0,1,,
,56.26352,0,0,1,,
,56.26456,0,0,1,,
,56.26538,0,0,1,,
,56.26626,0,0,1,,
,56.26709,0,0,1,,
,56.2679,0,0,1,,
,56.26872,0,0,1,,
,56.2698,0,0,1,,
,56.27063,0,0,1,,
,56.27145,0,0,1,,
,56.27227,0,0,1,,
,56.27308,0,0,1,,
,56.27414,0,0,1,,
,56.27497,0,0,1,,
,56.27578,0,0,1,,
,56.27662,0,0,1,,
,56.27743,0,0,1,,
,56.27824,0,0,1,,
,56.27906,0,0,1,,
,56.28011,0,0,1,,
,56.28117,0,0,1,,
,56.28242,0,0,1,,
,56.28342,0,0,1,,
,56.28427,0,0,1,,
,56.28509,0,0,1,,
,56.2859,0,0,1,,
,56.28696,0,0,1,,
,56.28778,0,0,1,,
,56.2886,0,0,1,,
,56.28942,0,0,1,,
,56.29023,0,0,1,,
,56.29104,0,0,1,,
,56.29188,0,0,1,,
,56.2927,0,0,1,,
,56.29375,0,0,1,,
,56.29457,0,0,1,,
,56.29539,0,0,1,,
,56.29642,0,0,1,,
,56.29725,0,0,1,,
,56.29807,0,0,1,,
,56.29889,0,0,1,,
,56.2997,0,0,1,,
,56.30053,0,0,1,,
,56.30155,0,0,1,,
,56.30238,0,0,1,,
,56.30323,0,0,1,,
,56.30407,0,0,1,,
,56.30512,0,0,1,,
,56.30595,0,0,1,,
,56.30686,0,0,1,,
,56.30791,0,0,1,,
,56.30873,0,0,1,,
,56.30978,0,0,1,,
,56.31086,0,0,1,,
,56.31169,0,0,1,,
,56.31251,0,0,1,,
,56.31335,0,0,1,,
,56.31418,0,0,1,,
,56.31499,0,0,1,,
,56.3158,0,0,1,,
,56.31681,0,0,1,,
,56.31763,0,0,1,,
,56.31884,0,0,1,,
,56.31967,0,0,1,,
,56.32052,0,0,1,,
,56.32157,0,0,1,,
,56.32239,0,0,1,,
,56.32344,0,0,1,,
,56.32427,0,0,1,,
,56.32508,0,0,1,,
,56.3259,0,0,1,,
,56.32694,0,0,1,,
,56.32776,0,0,1,,
,56.3288,0,0,1,,
,56.32962,0,0,1,,
,56.33046,0,0,1,,
,56.33127,0,0,1,,
,56.33209,0,0,1,,
,56.33291,0,0,1,,
,56.33397,0,0,1,,
,56.33481,0,0,1,,
,56.33563,0,0,1,,
,56.33666,0,0,1,,
,56.33757,0,0,1,,
,56.33839,0,0,1,,
,56.33923,0,0,1,,
,56.34011,0,0,1,,
,56.3414,0,0,1,,
,56.34228,0,0,1,,
,56.3431,0,0,1,,
,56.34392,0,0,1,,
,56.34473,0,0,1,,
,56.3458,0,0,1,,
,56.34661,0,0,1,,
,56.34749,0,0,1,,
,56.34831,0,0,1,,
,56.34916,0,0,1,,
,56.35045,0,0,1,,
,56.35132,0,0,1,,
,56.35222,0,0,1,,
,56.35305,0,0,1,,
,56.3539,0,0,1,,
,56.35476,0,0,1,,
,56.35558,0,0,1,,
,56.3566,0,0,1,,
,56.35743,0,0,1,,
,56.35825,0,0,1,,
,56.35906,0,0,1,,
,56.35987,0,0,1,,
,56.36069,0,0,1,,
,56.36191,0,0,1,,
,56.36274,0,0,1,,
,56.36355,0,0,1,,
,56.36436,0,0,1,,
,56.36539,0,0,1,,
,56.36649,0,0,1,,
,56.36732,0,0,1,,
,56.36814,0,0,1,,
,56.36896,0,0,1,,
,56.36978,0,0,1,,
,56.37062,0,0,1,,
,56.37148,0,0,1,,
,56.37231,0,0,1,,
,56.37327,0,0,1,,
,56.3741,0,0,1,,
,56.37491,0,0,1,,
,56.37572,0,0,1,,
,56.37654,0,0,1,,
,56.37735,0,0,1,,
,56.37816,0,0,1,,
,56.37898,0,0,1,,
,56.37979,0,0,1,,
,56.38062,0,0,1,,
,56.38164,0,0,1,,
,56.38245,0,0,1,,
,56.38327,0,0,1,,
,56.38408,0,0,1,,
,56.38491,0,0,1,,
,56.38574,0,0,1,,
,56.38656,0,0,1,,
,56.38739,0,0,1,,
,56.38821,0,0,1,,
,56.38903,0,0,1,,
,56.38984,0,0,1,,
,56.39066,0,0,1,,
,56.39148,0,0,1,,
,56.39229,0,0,1,,
,56.3931,0,0,1,,
,56.39392,0,0,1,,
,56.39473,0,0,1,,
,56.39555,0,0,1,,
,56.39637,0,0,1,,
,56.39728,0,0,1,,
,56.3981,0,0,1,,
,56.39893,0,0,1,,
,56.39975,0,0,1,,
,56.40056,0,0,1,,
,56.4016,0,0,1,,
,56.40242,0,0,1,,
,56.40324,0,0,1,,
,56.40405,0,0,1,,
,56.40487,0,0,1,,
,56.40568,0,0,1,,
,56.40649,0,0,1,,
,56.4073,0,0,1,,
,56.40812,0,0,1,,
,56.40894,0,0,1,,
,56.40975,0,0,1,,
,56.41056,0,0,1,,
,56.41139,0,0,1,,
,56.41289,0,0,1,,
,56.41372,0,0,1,,
,56.41454,0,0,1,,
,56.41536,0,0,1,,
,56.41618,0,0,1,,
,56.417,0,0,1,,
,56.41781,0,0,1,,
,56.41864,0,0,1,,
,56.41945,0,0,1,,
,56.42027,0,0,1,,
,56.42128,0,0,1,,
,56.4221,0,0,1,,
,56.42297,0,0,1,,
,56.42389,0,0,1,,
,56.4247,0,0,1,,
,56.42551,0,0,1,,
,56.42632,0,0,1,,
,56.42714,0,0,1,,
,56.42796,0,0,1,,
,56.42887,0,0,1,,
,56.42968,0,0,1,,
,56.43048,0,0,1,,
,56.4313,0,0,1,,
,56.43211,0,0,1,,
,56.43292,0,0,1,,
,56.43374,0,0,1,,
,56.43456,0,0,1,,
,56.43538,0,0,1,,
,56.4362,0,0,1,,
,56.43702,0,0,1,,
,56.43783,0,0,1,,
,56.43864,0,0,1,,
,56.43945,0,0,1,,
,56.44027,0,0,1,,
,56.44128,0,0,1,,
,56.4421,0,0,1,,
,56.44293,0,0,1,,
,56.44374,0,0,1,,
,56.44456,0,0,1,,
,56.44539,0,0,1,,
,56.44621,0,0,1,,
,56.44703,0,0,1,,
,56.44785,0,0,1,,
,56.44867,0,0,1,,
,56.44949,0,0,1,,
,56.4503,0,0,1,,
,56.45112,0,0,1,,
,56.45193,0,0,1,,
,56.45274,0,0,1,,
,56.45356,0,0,1,,
,56.45436,0,0,1,,
,56.45517,0,0,1,,
,56.45599,0,0,1,,
,56.45688,0,0,1,,
,56.4577,0,0,1,,
,56.45851,0,0,1,,
,56.45932,0,0,1,,
,56.46014,0,0,1,,
,56.46117,0,0,1,,
,56.46199,0,0,1,,
,56.46281,0,0,1,,
,56.46362,0,0,1,,
,56.46443,0,0,1,,
,56.46524,0,0,1,,
,56.46605,0,0,1,,
,56.46687,0,0,1,,
,56.46769,0,0,1,,
,56.46849,0,0,1,,
,56.4693,0,0,1,,
,56.47011,0,0,1,,
,56.47092,0,0,1,,
,56.47174,0,0,1,,
,56.47255,0,0,1,,
,56.47337,0,0,1,,
,56.47418,0,0,1,,
,56.47499,0,0,1,,
,56.4758,0,0,1,,
,56.47667,0,0,1,,
,56.47759,0,0,1,,
,56.47841,0,0,1,,
,56.47922,0,0,1,,
,56.48003,0,0,1,,
,56.48106,0,0,1,,
,56.48187,0,0,1,,
,56.48269,0,0,1,,
,56.48349,0,0,1,,
,56.48431,0,0,1,,
,56.48512,0,0,1,,
,56.48601,0,0,1,,
,56.48683,0,0,1,,
,56.48765,0,0,1,,
,56.48846,0,0,1,,
,56.48927,0,0,1,,
,56.49015,0,0,1,,
,56.49096,0,0,1,,
,56.49179,0,0,1,,
,56.49261,0,0,1,,
,56.49342,0,0,1,,
,56.49424,0,0,1,,
,56.4951,0,0,1,,
,56.49592,0,0,1,,
,56.49674,0,0,1,,
,56.49755,0,0,1,,
,56.49837,0,0,1,,
,56.49924,0,0,1,,
,56.50006,0,0,1,,
,56.50107,0,0,1,,
,56.5019,0,0,1,,
,56.5027,0,0,1,,
,56.50352,0,0,1,,
,56.50438,0,0,1,,
,56.5052,0,0,1,,
,56.50602,0,0,1,,
,56.50684,0,0,1,,
,56.50765,0,0,1,,
,56.50851,0,0,1,,
,56.50934,0,0,1,,
,56.51016,0,0,1,,
,56.51097,0,0,1,,
,56.51178,0,0,1,,
,56.51978,0,0,1,,
,56.52071,0,0,1,,
,56.5218,0,0,1,,
,56.52263,0,0,1,,
,56.52345,0,0,1,,
,56.52426,0,0,1,,
,56.52523,0,0,1,,
,56.52617,0,0,1,,
,56.52711,0,0,1,,
,56.52798,0,0,1,,
,56.5288,0,0,1,,
,56.52967,0,0,1,,
,56.53048,0,0,1,,
,56.5313,0,0,1,,
,56.53218,0,0,1,,
,56.53308,0,0,1,,
,56.53396,0,0,1,,
,56.53517,0,0,1,,
,56.536,0,0,1,,
,56.53685,0,0,1,,
,56.53767,0,0,1,,
,56.53849,0,0,1,,
,56.53936,0,0,1,,
,56.54018,0,0,1,,
,56.54143,0,0,1,,
,56.54228,0,0,1,,
,56.54326,0,0,1,,
,56.5441,0,0,1,,
,56.54498,0,0,1,,
,56.5458,0,0,1,,
,56.54661,0,0,1,,
,56.54743,0,0,1,,
,56.54825,0,0,1,,
,56.54912,0,0,1,,
,56.54994,0,0,1,,
,56.55075,0,0,1,,
,56.55156,0,0,1,,
,56.55238,0,0,1,,
,56.5532,0,0,1,,
,56.55407,0,0,1,,
,56.55488,0,0,1,,
,56.55569,0,0,1,,
,56.5565,0,0,1,,
,56.55735,0,0,1,,
,56.55824,0,0,1,,
,56.55906,0,0,1,,
,56.55989,0,0,1,,
,56.5607,0,0,1,,
,56.56177,0,0,1,,
,56.56258,0,0,1,,
,56.56347,0,0,1,,
,56.56429,0,0,1,,
,56.56512,0,0,1,,
,56.56593,0,0,1,,
,56.56675,0,0,1,,
,56.56756,0,0,1,,
,56.56838,0,0,1,,
,56.5692,0,0,1,,
,56.57001,0,0,1,,
,56.57082,0,0,1,,
,56.57164,0,0,1,,
,56.57245,0,0,1,,
,56.57328,0,0,1,,
,56.57409,0,0,1,,
,56.57491,0,0,1,,
,56.57573,0,0,1,,
,56.57654,0,0,1,,
,56.57737,0,0,1,,
,56.57818,0,0,1,,
,56.579,0,0,1,,
,56.57981,0,0,1,,
,56.58062,0,0,1,,
,56.58166,0,0,1,,
,56.58247,0,0,1,,
,56.58329,0,0,1,,
,56.58411,0,0,1,,
,56.58492,0,0,1,,
,56.58573,0,0,1,,
,56.58654,0,0,1,,
,56.58736,0,0,1,,
,56.58818,0,0,1,,
,56.58902,0,0,1,,
,56.58984,0,0,1,,
,56.59065,0,0,1,,
,56.59146,0,0,1,,
,56.59228,0,0,1,,
,56.59309,0,0,1,,
,56.59391,0,0,1,,
,56.59473,0,0,1,,
,56.59554,0,0,1,,
,56.59664,0,0,1,,
,56.59747,0,0,1,,
,56.59828,0,0,1,,
,56.5991,0,0,1,,
,56.59991,0,0,1,,
,56.60073,0,0,1,,
,56.60176,0,0,1,,
,56.60256,0,0,1,,
,56.60338,0,0,1,,
,56.60419,0,0,1,,
,56.60501,0,0,1,,
,56.60583,0,0,1,,
,56.60698,0,0,1,,
,56.6078,0,0,1,,
,56.60861,0,0,1,,
,56.60944,0,0,1,,
,56.61026,0,0,1,,
,56.61108,0,0,1,,
,56.6119,0,0,1,,
,56.61334,0,0,1,,
,56.61421,0,0,1,,
,56.61525,0,0,1,,
,56.61611,0,0,1,,
,56.61695,0,0,1,,
,56.61777,0,0,1,,
,56.61862,0,0,1,,
,56.61945,0,0,1,,
,56.62026,0,0,1,,
,56.6213,0,0,1,,
,56.62211,0,0,1,,
,56.62292,0,0,1,,
,56.62374,0,0,1,,
,56.62455,0,0,1,,
,56.62536,0,0,1,,
,56.62639,0,0,1,,
,56.62722,0,0,1,,
,56.62804,0,0,1,,
,56.62885,0,0,1,,
,56.62967,0,0,1,,
,56.63048,0,0,1,,
,56.63153,0,0,1,,
,56.63235,0,0,1,,
,56.63316,0,0,1,,
,56.63397,0,0,1,,
,56.63478,0,0,1,,
,56.63559,0,0,1,,
,56.63643,0,0,1,,
,56.63733,0,0,1,,
,56.63816,0,0,1,,
,56.63898,0,0,1,,
,56.6398,0,0,1,,
,56.64062,0,0,1,,
,56.64165,0,0,1,,
,56.64262,0,0,1,,
,56.64367,0,0,1,,
,56.6445,0,0,1,,
,56.64532,0,0,1,,
,56.64614,0,0,1,,
,56.64701,0,0,1,,
,56.64785,0,0,1,,
,56.64866,0,0,1,,
,56.64948,0,0,1,,
,56.6503,0,0,1,,
,56.65111,0,0,1,,
,56.65192,0,0,1,,
,56.65303,0,0,1,,
,56.65385,0,0,1,,
,56.65467,0,0,1,,
,56.65548,0,0,1,,
,56.65629,0,0,1,,
,56.6571,0,0,1,,
,56.65791,0,0,1,,
,56.65919,0,0,1,,
,56.66002,0,0,1,,
,56.66105,0,0,1,,
,56.66187,0,0,1,,
,56.66271,0,0,1,,
,56.66352,0,0,1,,
,56.66459,0,0,1,,
,56.6654,0,0,1,,
,56.66621,0,0,1,,
,56.66703,0,0,1,,
,56.66803,0,0,1,,
,56.66889,0,0,1,,
,56.66976,0,0,1,,
,56.67057,0,0,1,,
,56.67139,0,0,1,,
,56.67221,0,0,1,,
,56.67303,0,0,1,,
,56.67384,0,0,1,,
,56.67465,0,0,1,,
,56.67569,0,0,1,,
,56.67651,0,0,1,,
,56.67732,0,0,1,,
,56.67813,0,0,1,,
,56.67896,0,0,1,,
,56.67978,0,0,1,,
,56.68063,0,0,1,,
,56.68182,0,0,1,,
,56.68296,0,0,1,,
,56.68386,0,0,1,,
,56.68467,0,0,1,,
,56.6855,0,0,1,,
,56.68666,0,0,1,,
,56.68748,0,0,1,,
,56.68831,0,0,1,,
,56.68914,0,0,1,,
,56.68996,0,0,1,,
,56.69078,0,0,1,,
,56.69185,0,0,1,,
,56.69269,0,0,1,,
,56.69357,0,0,1,,
,56.69457,0,0,1,,
,56.69538,0,0,1,,
,56.69622,0,0,1,,
,56.6971,0,0,1,,
,56.698,0,0,1,,
,56.69904,0,0,1,,
,56.69986,0,0,1,,
,56.70068,0,0,1,,
,56.70203,0,0,1,,
,56.70286,0,0,1,,
,56.70391,0,0,1,,
,56.70506,0,0,1,,
,56.70591,0,0,1,,
,56.70673,0,0,1,,
,56.70783,0,0,1,,
,56.70864,0,0,1,,
,56.70968,0,0,1,,
,56.71051,0,0,1,,
,56.71135,0,0,1,,
,56.71218,0,0,1,,
,56.71299,0,0,1,,
,56.71404,0,0,1,,
,56.71485,0,0,1,,
,56.71588,0,0,1,,
,56.71719,0,0,1,,
,56.7183,0,0,1,,
,56.71914,0,0,1,,
,56.72001,0,0,1,,
,56.72118,0,0,1,,
,56.7224,0,0,1,,
,56.72346,0,0,1,,
,56.72429,0,0,1,,
,56.72514,0,0,1,,
,56.7262,0,0,1,,
,56.72703,0,0,1,,
,56.72785,0,0,1,,
,56.7289,0,0,1,,
,56.72971,0,0,1,,
,56.73077,0,0,1,,
,56.73159,0,0,1,,
,56.73244,0,0,1,,
,56.73359,0,0,1,,
,56.73441,0,0,1,,
,56.73525,0,0,1,,
,56.73606,0,0,1,,
,56.73688,0,0,1,,
,56.73792,0,0,1,,
,56.73874,0,0,1,,
,56.73957,0,0,1,,
,56.74063,0,0,1,,
,56.74167,0,0,1,,
,56.7425,0,0,1,,
,56.74333,0,0,1,,
,56.74423,0,0,1,,
,56.74505,0,0,1,,
,56.74587,0,0,1,,
,56.74668,0,0,1,,
,56.7475,0,0,1,,
,56.74854,0,0,1,,
,56.74937,0,0,1,,
,56.7504,0,0,1,,
,56.75123,0,0,1,,
,56.75206,0,0,1,,
,56.75289,0,0,1,,
,56.75396,0,0,1,,
,56.75479,0,0,1,,
,56.75584,0,0,1,,
,56.75666,0,0,1,,
,56.75755,0,0,1,,
,56.7584,0,0,1,,
,56.75922,0,0,1,,
,56.76003,0,0,1,,
,56.76108,0,0,1,,
,56.76191,0,0,1,,
,56.76272,0,0,1,,
,56.76355,0,0,1,,
,56.76437,0,0,1,,
,56.76524,0,0,1,,
,56.76617,0,0,1,,
,56.76727,0,0,1,,
,56.7681,0,0,1,,
,56.76893,0,0,1,,
,56.77006,0,0,1,,
,56.77089,0,0,1,,
,56.77177,0,0,1,,
,56.77259,0,0,1,,
,56.77341,0,0,1,,
,56.77427,0,0,1,,
,56.77517,0,0,1,,
,56.77608,0,0,1,,
,56.7769,0,0,1,,
,56.77772,0,0,1,,
,56.77855,0,0,1,,
,56.77936,0,0,1,,
,56.78043,0,0,1,,
,56.78157,0,0,1,,
,56.78241,0,0,1,,
,56.78323,0,0,1,,
,56.78405,0,0,1,,
,56.7851,0,0,1,,
,56.78596,0,0,1,,
,56.78679,0,0,1,,
,56.78761,0,0,1,,
,56.78867,0,0,1,,
,56.78954,0,0,1,,
,56.79038,0,0,1,,
,56.79123,0,0,1,,
,56.79206,0,0,1,,
,56.79289,0,0,1,,
,56.79371,0,0,1,,
,56.79454,0,0,1,,
,56.79537,0,0,1,,
,56.79618,0,0,1,,
,56.79701,0,0,1,,
,56.79811,0,0,1,,
,56.79895,0,0,1,,
,56.79982,0,0,1,,
,56.80066,0,0,1,,
,56.80191,0,0,1,,
,56.80275,0,0,1,,
,56.80357,0,0,1,,
,56.80447,0,0,1,,
,56.80555,0,0,1,,
,56.80638,0,0,1,,
,56.80721,0,0,1,,
,56.80802,0,0,1,,
,56.80909,0,0,1,,
,56.80997,0,0,1,,
,56.81079,0,0,1,,
,56.81161,0,0,1,,
,56.81245,0,0,1,,
,56.81392,0,0,1,,
,56.815,0,0,1,,
,56.81584,0,0,1,,
,56.81667,0,0,1,,
,56.81749,0,0,1,,
,56.81831,0,0,1,,
,56.81913,0,0,1,,
,56.82,0,0,1,,
,56.82106,0,0,1,,
,56.8219,0,0,1,,
,56.82298,0,0,1,,
,56.82381,0,0,1,,
,56.8247,0,0,1,,
,56.82552,0,0,1,,
,56.82635,0,0,1,,
,56.82718,0,0,1,,
,56.828,0,0,1,,
,56.82892,0,0,1,,
,56.82974,0,0,1,,
,56.83055,0,0,1,,
,56.83138,0,0,1,,
,56.83219,0,0,1,,
,56.83301,0,0,1,,
,56.83388,0,0,1,,
,56.83498,0,0,1,,
,56.83591,0,0,1,,
,56.83678,0,0,1,,
,56.83766,0,0,1,,
,56.83867,0,0,1,,
,56.8395,0,0,1,,
,56.84035,0,0,1,,
,56.84141,0,0,1,,
,56.84224,0,0,1,,
,56.84305,0,0,1,,
,56.84394,0,0,1,,
,56.84477,0,0,1,,
,56.84559,0,0,1,,
,56.84641,0,0,1,,
,56.84749,0,0,1,,
,56.84842,0,0,1,,
,56.84925,0,0,1,,
,56.85008,0,0,1,,
,56.85089,0,0,1,,
,56.85172,0,0,1,,
,56.85254,0,0,1,,
,56.8534,0,0,1,,
,56.85423,0,0,1,,
,56.85505,0,0,1,,
,56.85587,0,0,1,,
,56.85669,0,0,1,,
,56.85784,0,0,1,,
,56.85868,0,0,1,,
,56.85954,0,0,1,,
,56.86037,0,0,1,,
,56.86143,0,0,1,,
,56.86225,0,0,1,,
,56.86313,0,0,1,,
,56.86396,0,0,1,,
,56.86478,0,0,1,,
,56.8656,0,0,1,,
,56.86642,0,0,1,,
,56.86724,0,0,1,,
,56.86808,0,0,1,,
,56.86889,0,0,1,,
,56.86972,0,0,1,,
,56.8707,0,0,1,,
,56.87152,0,0,1,,
,56.87234,0,0,1,,
,56.87317,0,0,1,,
,56.87399,0,0,1,,
,56.87481,0,0,1,,
,56.87595,0,0,1,,
,56.87683,0,0,1,,
,56.87766,0,0,1,,
,56.87849,0,0,1,,
,56.87936,0,0,1,,
,56.88019,0,0,1,,
,56.88124,0,0,1,,
,56.88207,0,0,1,,
,56.88292,0,0,1,,
,56.88374,0,0,1,,
,56.88456,0,0,1,,
,56.88536,0,0,1,,
,56.88617,0,0,1,,
,56.887,0,0,1,,
,56.88807,0,0,1,,
,56.8889,0,0,1,,
,56.88972,0,0,1,,
,56.89056,0,0,1,,
,56.89137,0,0,1,,
,56.89223,0,0,1,,
,56.89305,0,0,1,,
,56.89386,0,0,1,,
,56.89468,0,0,1,,
,56.8955,0,0,1,,
,56.89651,0,0,1,,
,56.89733,0,0,1,,
,56.89814,0,0,1,,
,56.89897,0,0,1,,
,56.89979,0,0,1,,
,56.9006,0,0,1,,
,56.90166,0,0,1,,
,56.90247,0,0,1,,
,56.90327,0,0,1,,
,56.90408,0,0,1,,
,56.9049,0,0,1,,
,56.90572,0,0,1,,
,56.90653,0,0,1,,
,56.90734,0,0,1,,
,56.90823,0,0,1,,
,56.90907,0,0,1,,
,56.90988,0,0,1,,
,56.9107,0,0,1,,
,56.91152,0,0,1,,
,56.91233,0,0,1,,
,56.91315,0,0,1,,
,56.91398,0,0,1,,
,56.91479,0,0,1,,
,56.91561,0,0,1,,
,56.91643,0,0,1,,
,56.91724,0,0,1,,
,56.91805,0,0,1,,
,56.91887,0,0,1,,
,56.91968,0,0,1,,
,56.9205,0,0,1,,
,56.92152,0,0,1,,
,56.92234,0,0,1,,
,56.92316,0,0,1,,
,56.92407,0,0,1,,
,56.92495,0,0,1,,
,56.92577,0,0,1,,
,56.92659,0,0,1,,
,56.92744,0,0,1,,
,56.92826,0,0,1,,
,56.92908,0,0,1,,
,56.9299,0,0,1,,
,56.93072,0,0,1,,
,56.93153,0,0,1,,
,56.93234,0,0,1,,
,56.93316,0,0,1,,
,56.93398,0,0,1,,
,56.9348,0,0,1,,
,56.9356,0,0,1,,
,56.93641,0,0,1,,
,56.93723,0,0,1,,
,56.93804,0,0,1,,
,56.93885,0,0,1,,
,56.93973,0,0,1,,
,56.94072,0,0,1,,
,56.94175,0,0,1,,
,56.94257,0,0,1,,
,56.94339,0,0,1,,
,56.94426,0,0,1,,
,56.94508,0,0,1,,
,56.9459,0,0,1,,
,56.94672,0,0,1,,
,56.94753,0,0,1,,
,56.94834,0,0,1,,
,56.94915,0,0,1,,
,56.94996,0,0,1,,
,56.9509,0,0,1,,
,56.95172,0,0,1,,
,56.95253,0,0,1,,
,56.95335,0,0,1,,
,56.95416,0,0,1,,
,56.95498,0,0,1,,
,56.95585,0,0,1,,
,56.95681,0,0,1,,
,56.9577,0,0,1,,
,56.95868,0,0,1,,
,56.95951,0,0,1,,
,56.96033,0,0,1,,
,56.96136,0,0,1,,
,56.96218,0,0,1,,
,56.96299,0,0,1,,
,56.96379,0,0,1,,
,56.96461,0,0,1,,
,56.97185,0,0,1,,
,56.97654,0,0,1,,
,56.97744,0,0,1,,
,56.97829,0,0,1,,
,56.97912,0,0,1,,
,56.97995,0,0,1,,
,56.98077,0,0,1,,
,56.98185,0,0,1,,
,56.98267,0,0,1,,
,56.98349,0,0,1,,
,56.98458,0,0,1,,
,56.9854,0,0,1,,
,56.98622,0,0,1,,
,56.98704,0,0,1,,
,56.98796,0,0,1,,
,56.98893,0,0,1,,
,56.98975,0,0,1,,
,56.99057,0,0,1,,
,56.99165,0,0,1,,
,56.99249,0,0,1,,
,56.99331,0,0,1,,
,56.99414,0,0,1,,
,56.99495,0,0,1,,
,56.99577,0,0,1,,
,56.99658,0,0,1,,
,56.99739,0,0,1,,
,56.99843,0,0,1,,
,56.99925,0,0,1,,
,57.00006,0,0,1,,
,57.0011,0,0,1,,
,57.00192,0,0,1,,
,57.00274,0,0,1,,
,57.0036,0,0,1,,
,57.00462,0,0,1,,
,57.00543,0,0,1,,
,57.00624,0,0,1,,
,57.00706,0,0,1,,
,57.00787,0,0,1,,
,57.00869,0,0,1,,
,57.00949,0,0,1,,
,57.01031,0,0,1,,
,57.01112,0,0,1,,
,57.01194,0,0,1,,
,57.01276,0,0,1,,
,57.01421,0,0,1,,
,57.01505,0,0,1,,
,57.01588,0,0,1,,
,57.01669,0,0,1,,
,57.01751,0,0,1,,
,57.01832,0,0,1,,
,57.01914,0,0,1,,
,57.01997,0,0,1,,
,57.02078,0,0,1,,
,57.02181,0,0,1,,
,57.02262,0,0,1,,
,57.02343,0,0,1,,
,57.02425,0,0,1,,
,57.02507,0,0,1,,
,57.02588,0,0,1,,
,57.0267,0,0,1,,
,57.0275,0,0,1,,
,57.02831,0,0,1,,
,57.02912,0,0,1,,
,57.02993,0,0,1,,
,57.03074,0,0,1,,
,57.03155,0,0,1,,
,57.03237,0,0,1,,
,57.03318,0,0,1,,
,57.03399,0,0,1,,
,57.0348,0,0,1,,
,57.03571,0,0,1,,
,57.03653,0,0,1,,
,57.03735,0,0,1,,
,57.03817,0,0,1,,
,57.03898,0,0,1,,
,57.03979,0,0,1,,
,57.04065,0,0,1,,
,57.04168,0,0,1,,
,57.0425,0,0,1,,
,57.04331,0,0,1,,
,57.04414,0,0,1,,
,57.045,0,0,1,,
,57.04584,0,0,1,,
,57.04679,0,0,1,,
,57.04761,0,0,1,,
,57.04843,0,0,1,,
,57.04924,0,0,1,,
,57.05011,0,0,1,,
,57.05092,0,0,1,,
,57.05174,0,0,1,,
,57.05258,0,0,1,,
,57.05339,0,0,1,,
,57.05426,0,0,1,,
,57.05507,0,0,1,,
,57.05589,0,0,1,,
