Hand:,RIGHT
,"r2c1-5-6-5,r1c1-5-7-5,r1c2-5-8-5,r2c2-5-8-4,r2c3-5-8-3,r2c4-5-8-2"
ID,Timestamp,isSubmitting,isCheckingCube,CubesInShape,CurrentDragging,CurrentPlacing
,126.3713,0,0,9,,
,126.3721,0,0,9,,
,126.373,0,0,9,,
,126.3738,0,0,9,,
,126.3746,0,0,9,,
,126.3755,0,0,9,,
,126.3771,0,0,9,,
,126.3779,0,0,9,,
,126.3788,0,0,9,,
,126.3796,0,0,9,,
,126.3805,0,0,9,,
,126.3816,0,0,9,,
,126.3825,0,0,9,,
,126.3833,0,0,9,,
,126.3842,0,0,9,,
,126.385,0,0,9,,
,126.3859,0,0,9,,
,126.3867,0,0,9,,
,126.3876,0,0,9,,
,126.3884,0,0,9,,
,126.3892,0,0,9,,
,126.3901,0,0,9,,
,126.3909,0,0,9,,
,126.3918,0,0,9,,
,126.3926,0,0,9,,
,126.3934,0,0,9,,
,126.3943,0,0,9,,
,126.3951,0,0,9,,
,126.396,0,0,9,,
,126.3968,0,0,9,,
,126.3977,0,0,9,,
,126.3985,0,0,9,,
,126.3994,0,0,9,,
,126.4002,0,0,9,,
,126.4013,0,0,9,,
,126.4021,0,0,9,,
,126.403,0,0,9,,
,126.4039,0,0,9,,
,126.4047,0,0,9,,
,126.4055,0,0,9,,
,126.4065,0,0,9,,
,126.4073,0,0,9,,
,126.4082,0,0,9,,
,126.4091,0,0,9,,
,126.4099,0,0,9,,
,126.4108,0,0,9,,
,126.4116,0,0,9,,
,126.4125,0,0,9,,
,126.4133,0,0,9,,
,126.4142,0,0,9,,
,126.415,0,0,9,,
,126.4159,0,0,9,,
,126.4167,0,0,9,,
,126.4176,0,0,9,,
,126.4184,0,0,9,,
,126.4193,0,0,9,,
,126.4201,0,0,9,,
,126.4212,0,0,9,,
,126.422,0,0,9,,
,126.4229,0,0,9,,
,126.4237,0,0,9,,
,126.4248,0,0,9,,
,126.4256,0,0,9,,
,126.4265,0,0,9,,
,126.4273,0,0,9,,
,126.4282,0,0,9,,
,126.429,0,0,9,,
,126.4299,0,0,9,,
,126.4307,0,0,9,,
,126.4316,0,0,9,,
,126.4324,0,0,9,,
,126.4333,0,0,9,,
,126.4341,0,0,9,,
,126.435,0,0,9,,
,126.4358,0,0,9,,
,126.4367,0,0,9,,
,126.4376,0,0,9,,
,126.4384,0,0,9,,
,126.4393,0,0,9,,
,126.4401,0,0,9,,
,126.4412,0,0,9,,
,126.442,0,0,9,,
,126.4429,0,0,9,,
,126.4437,0,0,9,,
,126.4446,0,0,9,,
,126.4454,0,0,9,,
,126.4464,0,0,9,,
,126.4473,0,0,9,,
,126.4481,0,0,9,,
,126.449,0,0,9,,
,126.4498,0,0,9,,
,126.4507,0,0,9,,
,126.4515,0,0,9,,
,126.4523,0,0,9,,
,126.4532,0,0,9,,
,126.4541,0,0,9,,
,126.4549,0,0,9,,
,126.456,0,0,9,,
,126.4568,0,0,9,,
,126.4577,0,0,9,,
,126.4585,0,0,9,,
,126.4593,0,0,9,,
,126.4602,0,0,9,,
,126.4613,0,0,9,,
,126.4621,0,0,9,,
,126.463,0,0,9,,
,126.4638,0,0,9,,
,126.4646,0,0,9,,
,126.4655,0,0,9,,
,126.4663,0,0,9,,
,126.4672,0,0,9,,
,126.468,0,0,9,,
,126.4689,0,0,9,,
,126.4697,0,0,9,,
,126.4706,0,0,9,,
,126.4714,0,0,9,,
,126.4722,0,0,9,,
,126.4731,0,0,9,,
,126.4743,0,0,9,,
,126.4754,0,0,9,,
,126.4762,0,0,9,,
,126.4771,0,0,9,,
,126.4779,0,0,9,,
,126.4788,0,0,9,,
,126.4796,0,0,9,,
,126.4805,0,0,9,,
,126.4819,0,0,9,,
,126.4828,0,0,9,,
,126.4836,0,0,9,,
,126.4845,0,0,9,,
,126.4853,0,0,9,,
,126.4862,0,0,9,,
,126.487,0,0,9,,
,126.4879,0,0,9,,
,126.4887,0,0,9,,
,126.4895,0,0,9,,
,126.4904,0,0,9,,
,126.4912,0,0,9,,
,126.4921,0,0,9,,
,126.493,0,0,9,,
,126.4939,0,0,9,,
,126.4947,0,0,9,,
,126.4955,0,0,9,,
,126.4964,0,0,9,,
,126.4972,0,0,9,,
,126.4981,0,0,9,,
,126.4989,0,0,9,,
,126.4997,0,0,9,,
,126.5006,0,0,9,,
,126.5017,0,0,9,,
,126.5026,0,0,9,,
,126.5036,0,0,9,,
,126.5045,0,0,9,,
,126.5053,0,0,9,,
,126.5062,0,0,9,,
,126.5071,0,0,9,,
,126.5079,0,0,9,,
,126.5089,0,0,9,,
,126.5099,0,0,9,,
,126.5107,0,0,9,,
,126.5115,0,0,9,,
,126.5124,0,0,9,,
,126.5132,0,0,9,,
,126.5141,0,0,9,,
,126.5149,0,0,9,,
,126.5158,0,0,9,,
,126.5166,0,0,9,,
,126.5174,0,0,9,,
,126.5183,0,0,9,,
,126.5191,0,0,9,,
,126.52,0,0,9,,
,126.5208,0,0,9,,
,126.5219,0,0,9,,
,126.5228,0,0,9,,
,126.5236,0,0,9,,
,126.5245,0,0,9,,
,126.5253,0,0,9,,
,126.5266,0,0,9,,
,126.5277,0,0,9,,
,126.5285,0,0,9,,
,126.5294,0,0,9,,
,126.5302,0,0,9,,
,126.5311,0,0,9,,
,126.5319,0,0,9,,
,126.5328,0,0,9,,
,126.5336,0,0,9,,
,126.5344,0,0,9,,
,126.5353,0,0,9,,
,126.5361,0,0,9,,
,126.537,0,0,9,,
,126.5378,0,0,9,,
,126.5386,0,0,9,,
,126.5395,0,0,9,,
,126.5404,0,0,9,,
,126.5417,0,0,9,,
,126.5425,0,0,9,,
,126.5434,0,0,9,,
,126.5442,0,0,9,,
,126.5451,0,0,9,,
,126.5459,0,0,9,,
,126.5468,0,0,9,,
,126.5476,0,0,9,,
,126.5488,0,0,9,,
,126.5498,0,0,9,,
,126.5507,0,0,9,,
,126.5515,0,0,9,,
,126.5524,0,0,9,,
,126.5532,0,0,9,,
,126.5541,0,0,9,,
,126.5549,0,0,9,,
,126.5558,0,0,9,,
,126.5568,0,0,9,,
,126.5577,0,0,9,,
,126.5586,0,0,9,,
,126.5594,0,0,9,,
,126.5603,0,0,9,,
,126.5614,0,0,9,,
,126.5623,0,0,9,,
,126.5631,0,0,9,,
,126.564,0,0,9,,
,126.5648,0,0,9,,
,126.5656,0,0,9,,
,126.5665,0,0,9,,
,126.5673,0,0,9,,
,126.5682,0,0,9,,
,126.569,0,0,9,,
,126.5699,0,0,9,,
,126.5707,0,0,9,,
,126.5715,0,0,9,,
,126.5726,0,0,9,,
,126.5734,0,0,9,,
,126.5743,0,0,9,,
,126.5751,0,0,9,,
,126.576,0,0,9,,
,126.5775,0,0,9,,
,126.5783,0,0,9,,
,126.5792,0,0,9,,
,126.58,0,0,9,,
,126.5811,0,0,9,,
,126.5822,0,0,9,,
,126.5832,0,0,9,,
,126.584,0,0,9,,
,126.5849,0,0,9,,
,126.5857,0,0,9,,
,126.5866,0,0,9,,
,126.5875,0,0,9,,
,126.5884,0,0,9,,
,126.5892,0,0,9,,
,126.5901,0,0,9,,
,126.591,0,0,9,,
,126.5918,0,0,9,,
,126.5927,0,0,9,,
,126.5935,0,0,9,,
,126.5943,0,0,9,,
,126.5952,0,0,9,,
,126.596,0,0,9,,
,126.5969,0,0,9,,
,126.5977,0,0,9,,
,126.5986,0,0,9,,
,126.5994,0,0,9,,
,126.6002,0,0,9,,
,126.6013,0,0,9,,
,126.6022,0,0,9,,
,126.603,0,0,9,,
,126.6039,0,0,9,,
,126.6047,0,0,9,,
,126.6056,0,0,9,,
,126.6064,0,0,9,,
,126.6073,0,0,9,,
,126.6081,0,0,9,,
,126.609,0,0,9,,
,126.6098,0,0,9,,
,126.6106,0,0,9,,
,126.6115,0,0,9,,
,126.6123,0,0,9,,
,126.6132,0,0,9,,
,126.614,0,0,9,,
,126.6148,0,0,9,,
,126.6157,0,0,9,,
,126.6169,0,0,9,,
,126.618,0,0,9,,
,126.6188,0,0,9,,
,126.6197,0,0,9,,
,126.6206,0,0,9,,
,126.6217,0,0,9,,
,126.6226,0,0,9,,
,126.6234,0,0,9,,
,126.6243,0,0,9,,
,126.6251,0,0,9,,
,126.626,0,0,9,,
,126.6268,0,0,9,,
,126.6277,0,0,9,,
,126.6285,0,0,9,,
,126.6294,0,0,9,,
,126.6302,0,0,9,,
,126.6311,0,0,9,,
,126.6319,0,0,9,,
,126.6328,0,0,9,,
,126.6336,0,0,9,,
,126.6344,0,0,9,,
,126.6353,0,0,9,,
,126.6362,0,0,9,,
,126.6374,0,0,9,,
,126.6382,0,0,9,,
,126.6392,0,0,9,,
,126.6401,0,0,9,,
,126.6412,0,0,9,,
,126.6421,0,0,9,,
,126.6429,0,0,9,,
,126.6438,0,0,9,,
,126.6446,0,0,9,,
,126.6454,0,0,9,,
,126.6463,0,0,9,,
,126.6471,0,0,9,,
,126.648,0,0,9,,
,126.6488,0,0,9,,
,126.6496,0,0,9,,
,126.6505,0,0,9,,
,126.6513,0,0,9,,
,126.6522,0,0,9,,
,126.653,0,0,9,,
,126.6538,0,0,9,,
,126.6547,0,0,9,,
,126.6556,0,0,9,,
,126.6568,0,0,9,,
,126.6578,0,0,9,,
,126.6587,0,0,9,,
,126.6596,0,0,9,,
,126.6604,0,0,9,,
,126.6616,0,0,9,,
,126.6624,0,0,9,,
,126.6632,0,0,9,,
,126.6641,0,0,9,,
,126.665,0,0,9,,
,126.6658,0,0,9,,
,126.6667,0,0,9,,
,126.6675,0,0,9,,
,126.6684,0,0,9,,
,126.6693,0,0,9,,
,126.6701,0,0,9,,
,126.671,0,0,9,,
,126.6718,0,0,9,,
,126.6727,0,0,9,,
,126.6736,0,0,9,,
,126.6745,0,0,9,,
,126.6753,0,0,9,,
,126.6762,0,0,9,,
,126.6771,0,0,9,,
,126.678,0,0,9,,
,126.6788,0,0,9,,
,126.6797,0,0,9,,
,126.6806,0,0,9,,
,126.6818,0,0,9,,
,126.6827,0,0,9,,
,126.6835,0,0,9,,
,126.6845,0,0,9,,
,126.6854,0,0,9,,
,126.6863,0,0,9,,
,126.6871,0,0,9,,
,126.688,0,0,9,,
,126.6888,0,0,9,,
,126.6897,0,0,9,,
,126.6905,0,0,9,,
,126.6914,0,0,9,,
,126.6923,0,0,9,,
,126.6931,0,0,9,,
,126.694,0,0,9,,
,126.7042,0,0,9,,
,126.7058,0,0,9,,
,126.7067,0,0,9,,
,126.7076,0,0,9,,
,126.7084,0,0,9,,
,126.7093,0,0,9,,
,126.7102,0,0,9,,
,126.711,0,0,9,,
,126.7119,0,0,9,,
,126.7127,0,0,9,,
,126.7136,0,0,9,,
,126.7144,0,0,9,,
,126.7153,0,0,9,,
,126.7162,0,0,9,,
,126.717,0,0,9,,
,126.7179,0,0,9,,
,126.7187,0,0,9,,
,126.7199,0,0,9,,
,126.7208,0,0,9,,
,126.7219,0,0,9,,
,126.7228,0,0,9,,
,126.7236,0,0,9,,
,126.7245,0,0,9,,
,126.7254,0,0,9,,
,126.7262,0,0,9,,
,126.7271,0,0,9,,
,126.7279,0,0,9,,
,126.7288,0,0,9,,
,126.7296,0,0,9,,
,126.7305,0,0,9,,
,126.7313,0,0,9,,
,126.7322,0,0,9,,
,126.7331,0,0,9,,
,126.7342,0,0,9,,
,126.735,0,0,9,,
,126.7359,0,0,9,,
,126.7367,0,0,9,,
,126.7378,0,0,9,,
,126.7386,0,0,9,,
,126.7395,0,0,9,,
,126.7403,0,0,9,,
,126.7415,0,0,9,,
,126.7423,0,0,9,,
,126.7434,0,0,9,,
,126.7443,0,0,9,,
,126.7453,0,0,9,,
,126.7462,0,0,9,,
,126.7471,0,0,9,,
,126.7479,0,0,9,,
,126.749,0,0,9,,
,126.7499,0,0,9,,
,126.7507,0,0,9,,
,126.7516,0,0,9,,
,126.7527,0,0,9,,
,126.7535,0,0,9,,
,126.7544,0,0,9,,
,126.7553,0,0,9,,
,126.7564,0,0,9,,
,126.7573,0,0,9,,
,126.7582,0,0,9,,
,126.7592,0,0,9,,
,126.7601,0,0,9,,
,126.7612,0,0,9,,
,126.7621,0,0,9,,
,126.7632,0,0,9,,
,126.7642,0,0,9,,
,126.7653,0,0,9,,
,126.7662,0,0,9,,
,126.7673,0,0,9,,
,126.7682,0,0,9,,
,126.769,0,0,9,,
,126.7701,0,0,9,,
,126.771,0,0,9,,
,126.7721,0,0,9,,
,126.7729,0,0,9,,
,126.7738,0,0,9,,
,126.7746,0,0,9,,
,126.7757,0,0,9,,
,126.7766,0,0,9,,
,126.7784,0,0,9,,
,126.7795,0,0,9,,
,126.7805,0,0,9,,
,126.7821,0,0,9,,
,126.783,0,0,9,,
,126.7841,0,0,9,,
,126.7852,0,0,9,,
,126.7863,0,0,9,,
,126.7874,0,0,9,,
,126.7885,0,0,9,,
,126.7895,0,0,9,,
,126.7906,0,0,9,,
,126.7917,0,0,9,,
,126.793,0,0,9,,
,126.7941,0,0,9,,
,126.795,0,0,9,,
,126.7963,0,0,9,,
,126.7974,0,0,9,,
,126.7984,0,0,9,,
,126.7995,0,0,9,,
,126.8006,0,0,9,,
,126.8018,0,0,9,,
,126.8032,0,0,9,,
,126.8042,0,0,9,,
,126.8054,0,0,9,,
,126.8065,0,0,9,,
,126.8073,0,0,9,,
,126.8084,0,0,9,,
,126.8095,0,0,9,,
,126.8105,0,0,9,,
,126.8116,0,0,9,,
,126.8127,0,0,9,,
,126.8138,0,0,9,,
,126.815,0,0,9,,
,126.8161,0,0,9,,
,126.8173,0,0,9,,
,126.8183,0,0,9,,
,126.8194,0,0,9,,
,126.8204,0,0,9,,
,126.8217,0,0,9,,
,126.8226,0,0,9,,
,126.8237,0,0,9,,
,126.8248,0,0,9,,
,126.8256,0,0,9,,
,126.8265,0,0,9,,
,126.8276,0,0,9,,
,126.8287,0,0,9,,
,126.8297,0,0,9,,
,126.831,0,0,9,,
,126.8321,0,0,9,,
,126.8332,0,0,9,,
,126.8343,0,0,9,,
,126.8354,0,0,9,,
,126.8364,0,0,9,,
,126.8376,0,0,9,,
,126.8387,0,0,9,,
,126.84,0,0,9,,
,126.841,0,0,9,,
,126.8423,0,0,9,,
,126.8434,0,0,9,,
,126.8445,0,0,9,,
,126.8456,0,0,9,,
,126.8467,0,0,9,,
,126.848,0,0,9,,
,126.8491,0,0,9,,
,126.8502,0,0,9,,
,126.8513,0,0,9,,
,126.8525,0,0,9,,
,126.8536,0,0,9,,
,126.8546,0,0,9,,
,126.8557,0,0,9,,
,126.857,0,0,9,,
,126.8581,0,0,9,,
,126.8592,0,0,9,,
,126.8606,0,0,9,,
,126.862,0,0,9,,
,126.8631,0,0,9,,
,126.8642,0,0,9,,
,126.8653,0,0,9,,
,126.8663,0,0,9,,
,126.8674,0,0,9,,
,126.8685,0,0,9,,
,126.8695,0,0,9,,
,126.8706,0,0,9,,
,126.8717,0,0,9,,
,126.8727,0,0,9,,
,126.874,0,0,9,,
,126.8752,0,0,9,,
,126.8763,0,0,9,,
,126.8774,0,0,9,,
,126.8784,0,0,9,,
,126.8795,0,0,9,,
,126.8806,0,0,9,,
,126.882,0,0,9,,
,126.883,0,0,9,,
,126.8842,0,0,9,,
,126.8852,0,0,9,,
,126.8864,0,0,9,,
,126.8875,0,0,9,,
,126.8883,0,0,9,,
,126.8894,0,0,9,,
,126.8905,0,0,9,,
,126.8915,0,0,9,,
,126.8926,0,0,9,,
,126.8937,0,0,9,,
,126.8947,0,0,9,,
,126.8956,0,0,9,,
,126.8966,0,0,9,,
,126.8977,0,0,9,,
,126.8987,0,0,9,,
,126.9,0,0,9,,
,126.901,0,0,9,,
,126.9023,0,0,9,,
,126.9034,0,0,9,,
,126.9045,0,0,9,,
,126.9055,0,0,9,,
,126.9069,0,0,9,,
,126.9081,0,0,9,,
,126.9091,0,0,9,,
,126.9102,0,0,9,,
,126.9113,0,0,9,,
,126.9125,0,0,9,,
,126.9135,0,0,9,,
,126.9146,0,0,9,,
,126.9157,0,0,9,,
,126.9171,0,0,9,,
,126.9181,0,0,9,,
,126.9192,0,0,9,,
,126.9203,0,0,9,,
,126.9216,0,0,9,,
,126.9227,0,0,9,,
,126.9237,0,0,9,,
,126.9251,0,0,9,,
,126.9262,0,0,9,,
,126.9273,0,0,9,,
,126.9283,0,0,9,,
,126.9294,0,0,9,,
,126.9304,0,0,9,,
,126.9315,0,0,9,,
,126.933,0,0,9,,
,126.934,0,0,9,,
,126.9351,0,0,9,,
,126.9362,0,0,9,,
,126.9373,0,0,9,,
,126.9383,0,0,9,,
,126.9394,0,0,9,,
,126.9403,0,0,9,,
,126.9415,0,0,9,,
,126.9426,0,0,9,,
,126.9438,0,0,9,,
,126.9452,0,0,9,,
,126.9463,0,0,9,,
,126.9473,0,0,9,,
,126.9484,0,0,9,,
,126.9494,0,0,9,,
,126.9505,0,0,9,,
,126.9516,0,0,9,,
,126.9526,0,0,9,,
,126.9537,0,0,9,,
,126.955,0,0,9,,
,126.956,0,0,9,,
,126.9571,0,0,9,,
,126.9582,0,0,9,,
,126.9592,0,0,9,,
,126.9603,0,0,9,,
,126.9616,0,0,9,,
,126.9627,0,0,9,,
,126.964,0,0,9,,
,126.9651,0,0,9,,
,126.9662,0,0,9,,
,126.9672,0,0,9,,
,126.9683,0,0,9,,
,126.9697,0,0,9,,
,126.9708,0,0,9,,
,126.9717,0,0,9,,
,126.9725,0,0,9,,
,126.9738,0,0,9,,
,126.9751,0,0,9,,
,126.9762,0,0,9,,
,126.9773,0,0,9,,
,126.979,0,0,9,,
,126.98,0,0,9,,
,126.9813,0,0,9,,
,126.9824,0,0,9,,
,126.9835,0,0,9,,
,126.9845,0,0,9,,
,126.9856,0,0,9,,
,126.9866,0,0,9,,
,126.9877,0,0,9,,
,126.989,0,0,9,,
,126.9901,0,0,9,,
,126.9911,0,0,9,,
,126.9922,0,0,9,,
,126.9932,0,0,9,,
,126.9944,0,0,9,,
,126.9955,0,0,9,,
,126.9965,0,0,9,,
,126.9976,0,0,9,,
,126.9987,0,0,9,,
,127,0,0,9,,
,127.0008,0,0,9,,
,127.0021,0,0,9,,
,127.0032,0,0,9,,
,127.0043,0,0,9,,
,127.0056,0,0,9,,
,127.0066,0,0,9,,
,127.0077,0,0,9,,
,127.0091,0,0,9,,
,127.0102,0,0,9,,
,127.0114,0,0,9,,
,127.0124,0,0,9,,
,127.0135,0,0,9,,
,127.0146,0,0,9,,
,127.0156,0,0,9,,
,127.0167,0,0,9,,
,127.018,0,0,9,,
,127.0189,0,0,9,,
,127.02,0,0,9,,
,127.0211,0,0,9,,
,127.0222,0,0,9,,
,127.0233,0,0,9,,
,127.0244,0,0,9,,
,127.0253,0,0,9,,
,127.0263,0,0,9,,
,127.0274,0,0,9,,
,127.0285,0,0,9,,
,127.0296,0,0,9,,
,127.0307,0,0,9,,
,127.0318,0,0,9,,
,127.0331,0,0,9,,
,127.0341,0,0,9,,
,127.0352,0,0,9,,
,127.0363,0,0,9,,
,127.0373,0,0,9,,
,127.0384,0,0,9,,
,127.0395,0,0,9,,
,127.0407,0,0,9,,
,127.042,0,0,9,,
,127.0431,0,0,9,,
,127.0441,0,0,9,,
,127.0452,0,0,9,,
,127.0463,0,0,9,,
,127.0474,0,0,9,,
,127.0485,0,0,9,,
,127.0496,0,0,9,,
,127.0507,0,0,9,,
,127.0518,0,0,9,,
,127.053,0,0,9,,
,127.0541,0,0,9,,
,127.0552,0,0,9,,
,127.0563,0,0,9,,
,127.0573,0,0,9,,
,127.0584,0,0,9,,
,127.0594,0,0,9,,
,127.0605,0,0,9,,
,127.062,0,0,9,,
,127.063,0,0,9,,
,127.0642,0,0,9,,
,127.0652,0,0,9,,
,127.0663,0,0,9,,
,127.0675,0,0,9,,
,127.0686,0,0,9,,
,127.0697,0,0,9,,
,127.071,0,0,9,,
,127.0721,0,0,9,,
,127.0732,0,0,9,,
,127.0742,0,0,9,,
,127.0753,0,0,9,,
,127.0764,0,0,9,,
,127.0775,0,0,9,,
,127.0785,0,0,9,,
,127.0793,0,0,9,,
,127.0802,0,0,9,,
,127.0815,0,0,9,,
,127.0826,0,0,9,,
,127.0837,0,0,9,,
,127.0848,0,0,9,,
,127.086,0,0,9,,
,127.0871,0,0,9,,
,127.0881,0,0,9,,
,127.0892,0,0,9,,
,127.0902,0,0,9,,
,127.0913,0,0,9,,
,127.0924,0,0,9,,
,127.0935,0,0,9,,
,127.0945,0,0,9,,
,127.0954,0,0,9,,
,127.0965,0,0,9,,
,127.0976,0,0,9,,
,127.0987,0,0,9,,
,127.0997,0,0,9,,
,127.1011,0,0,9,,
,127.1023,0,0,9,,
,127.1034,0,0,9,,
,127.1045,0,0,9,,
,127.1056,0,0,9,,
,127.1066,0,0,9,,
,127.1078,0,0,9,,
,127.1091,0,0,9,,
,127.1102,0,0,9,,
,127.1113,0,0,9,,
,127.1122,0,0,9,,
,127.1135,0,0,9,,
,127.1146,0,0,9,,
,127.1157,0,0,9,,
,127.1165,0,0,9,,
,127.1176,0,0,9,,
,127.1187,0,0,9,,
,127.1195,0,0,9,,
,127.1206,0,0,9,,
,127.1221,0,0,9,,
,127.1232,0,0,9,,
,127.1241,0,0,9,,
,127.1251,0,0,9,,
,127.1263,0,0,9,,
,127.1271,0,0,9,,
,127.1282,0,0,9,,
,127.1294,0,0,9,,
,127.1303,0,0,9,,
,127.1314,0,0,9,,
,127.1325,0,0,9,,
,127.1333,0,0,9,,
,127.1344,0,0,9,,
,127.1353,0,0,9,,
,127.1366,0,0,9,,
,127.1377,0,0,9,,
,127.1385,0,0,9,,
,127.1396,0,0,9,,
,127.1407,0,0,9,,
,127.1421,0,0,9,,
,127.1432,0,0,9,,
,127.1441,0,0,9,,
,127.145,0,0,9,,
,127.146,0,0,9,,
,127.1469,0,0,9,,
,127.1477,0,0,9,,
,127.1489,0,0,9,,
,127.1501,0,0,9,,
,127.151,0,0,9,,
,127.152,0,0,9,,
,127.1531,0,0,9,,
,127.1542,0,0,9,,
,127.155,0,0,9,,
,127.1558,0,0,9,,
,127.1567,0,0,9,,
,127.1578,0,0,9,,
,127.1586,0,0,9,,
,127.1597,0,0,9,,
,127.1607,0,0,9,,
,127.162,0,0,9,,
,127.1629,0,0,9,,
,127.1638,0,0,9,,
,127.165,0,0,9,,
,127.1659,0,0,9,,
,127.1667,0,0,9,,
,127.1679,0,0,9,,
,127.1688,0,0,9,,
,127.1696,0,0,9,,
,127.1707,0,0,9,,
,127.1717,0,0,9,,
,127.1726,0,0,9,,
,127.1734,0,0,9,,
,127.1743,0,0,9,,
,127.1754,0,0,9,,
,127.1762,0,0,9,,
,127.1773,0,0,9,,
,127.1791,0,0,9,,
,127.18,0,0,9,,
,127.1808,0,0,9,,
,127.1821,0,0,9,,
,127.1831,0,0,9,,
,127.1841,0,0,9,,
,127.1849,0,0,9,,
,127.1857,0,0,9,,
,127.1866,0,0,9,,
,127.1876,0,0,9,,
,127.1887,0,0,9,,
,127.1895,0,0,9,,
,127.1904,0,0,9,,
,127.1912,0,0,9,,
,127.1923,0,0,9,,
,127.1934,0,0,9,,
,127.1945,0,0,9,,
,127.1953,0,0,9,,
,127.1962,0,0,9,,
,127.197,0,0,9,,
,127.1981,0,0,9,,
,127.1992,0,0,9,,
,127.2,0,0,9,,
,127.2011,0,0,9,,
,127.202,0,0,9,,
,127.2031,0,0,9,,
,127.2042,0,0,9,,
,127.2052,0,0,9,,
,127.2061,0,0,9,,
,127.207,0,0,9,,
,127.208,0,0,9,,
,127.2089,0,0,9,,
,127.2097,0,0,9,,
,127.2109,0,0,9,,
,127.2121,0,0,9,,
,127.2131,0,0,9,,
,127.2142,0,0,9,,
,127.215,0,0,9,,
,127.2159,0,0,9,,
,127.2167,0,0,9,,
,127.218,0,0,9,,
,127.2189,0,0,9,,
,127.22,0,0,9,,
,127.2213,0,0,9,,
,127.2224,0,0,9,,
,127.2233,0,0,9,,
,127.2243,0,0,9,,
,127.2252,0,0,9,,
,127.2262,0,0,9,,
,127.2273,0,0,9,,
,127.2282,0,0,9,,
,127.2293,0,0,9,,
,127.2301,0,0,9,,
,127.2311,0,0,9,,
,127.2322,0,0,9,,
,127.2334,0,0,9,,
,127.2346,0,0,9,,
,127.2355,0,0,9,,
,127.2367,0,0,9,,
,127.2378,0,0,9,,
,127.2392,0,0,9,,
,127.24,0,0,9,,
,127.2414,0,0,9,,
,127.2424,0,0,9,,
,127.2435,0,0,9,,
,127.2443,0,0,9,,
,127.2454,0,0,9,,
,127.2465,0,0,9,,
,127.2474,0,0,9,,
,127.2485,0,0,9,,
,127.2495,0,0,9,,
,127.2506,0,0,9,,
,127.2517,0,0,9,,
,127.2527,0,0,9,,
,127.2536,0,0,9,,
,127.2551,0,0,9,,
,127.2562,0,0,9,,
,127.2574,0,0,9,,
,127.2584,0,0,9,,
,127.2595,0,0,9,,
,127.2605,0,0,9,,
,127.2621,0,0,9,,
,127.263,0,0,9,,
,127.264,0,0,9,,
,127.2651,0,0,9,,
,127.2661,0,0,9,,
,127.2672,0,0,9,,
,127.2683,0,0,9,,
,127.2694,0,0,9,,
,127.2704,0,0,9,,
,127.2715,0,0,9,,
,127.2727,0,0,9,,
,127.274,0,0,9,,
,127.2749,0,0,9,,
,127.276,0,0,9,,
,127.2772,0,0,9,,
,127.278,0,0,9,,
,127.2791,0,0,9,,
,127.28,0,0,9,,
,127.2813,0,0,9,,
,127.2824,0,0,9,,
,127.2834,0,0,9,,
,127.2845,0,0,9,,
,127.2856,0,0,9,,
,127.2867,0,0,9,,
,127.2881,0,0,9,,
,127.2892,0,0,9,,
,127.2903,0,0,9,,
,127.2914,0,0,9,,
,127.2925,0,0,9,,
,127.2933,0,0,9,,
,127.2944,0,0,9,,
,127.2955,0,0,9,,
,127.2966,0,0,9,,
,127.2976,0,0,9,,
,127.2987,0,0,9,,
,127.2998,0,0,9,,
,127.3011,0,0,9,,
,127.3025,0,0,9,,
,127.3036,0,0,9,,
,127.3046,0,0,9,,
,127.3055,0,0,9,,
,127.3066,0,0,9,,
,127.3076,0,0,9,,
,127.3087,0,0,9,,
,127.3098,0,0,9,,
,127.3107,0,0,9,,
,127.3117,0,0,9,,
,127.313,0,0,9,,
,127.3139,0,0,9,,
,127.315,0,0,9,,
,127.316,0,0,9,,
,127.317,0,0,9,,
,127.3179,0,0,9,,
,127.319,0,0,9,,
,127.3198,0,0,9,,
,127.3212,0,0,9,,
,127.3223,0,0,9,,
,127.3232,0,0,9,,
,127.3241,0,0,9,,
,127.3249,0,0,9,,
,127.326,0,0,9,,
,127.3268,0,0,9,,
,127.3277,0,0,9,,
,127.3285,0,0,9,,
,127.3293,0,0,9,,
,127.3302,0,0,9,,
,127.331,0,0,9,,
,127.3321,0,0,9,,
,127.3329,0,0,9,,
,127.3338,0,0,9,,
,127.3346,0,0,9,,
,127.3354,0,0,9,,
,127.3363,0,0,9,,
,127.3371,0,0,9,,
,127.338,0,0,9,,
,127.339,0,0,9,,
,127.3398,0,0,9,,
,127.3407,0,0,9,,
,127.3419,0,0,9,,
,127.3428,0,0,9,,
,127.3436,0,0,9,,
,127.3444,0,0,9,,
,127.3455,0,0,9,,
,127.3464,0,0,9,,
,127.3472,0,0,9,,
,127.3481,0,0,9,,
,127.3489,0,0,9,,
,127.3497,0,0,9,,
,127.3506,0,0,9,,
,127.3514,0,0,9,,
,127.3523,0,0,9,,
,127.3531,0,0,9,,
,127.3539,0,0,9,,
,127.355,0,0,9,,
,127.3558,0,0,9,,
,127.3567,0,0,9,,
,127.3575,0,0,9,,
,127.3586,0,0,9,,
,127.3595,0,0,9,,
,127.3603,0,0,9,,
,127.3613,0,0,9,,
,127.3622,0,0,9,,
,127.363,0,0,9,,
,127.3641,0,0,9,,
,127.3649,0,0,9,,
