Hand:,RIGHT
,r2c1-2-3-5
ID,Timestamp,isSubmitting,isCheckingCube,CubesInShape,CurrentDragging,CurrentPlacing
,2.450764,0,0,0,,
,2.450764,0,0,1,,
,2.470764,0,0,1,,
,2.4721,0,0,1,,
,2.473204,0,0,1,,
,2.474244,0,0,1,,
,2.475315,0,0,1,,
,2.476423,0,0,1,,
,2.477644,0,0,1,,
,2.478896,0,0,1,,
,2.479997,0,0,1,,
,2.481112,0,0,1,,
,2.482253,0,0,1,,
,2.483301,0,0,1,,
,2.48463,0,0,1,,
,2.485694,0,0,1,,
,2.486487,0,0,1,,
,2.487308,0,0,1,,
,2.488381,0,0,1,,
,2.489651,0,0,1,,
,2.490713,0,0,1,,
,2.491756,0,0,1,,
,2.492813,0,0,1,,
,2.49385,0,0,1,,
,2.494916,0,0,1,,
,2.495968,0,0,1,,
,2.497069,0,0,1,,
,2.498146,0,0,1,,
,2.499232,0,0,1,,
,2.500278,0,0,1,,
,2.501667,0,0,1,,
,2.502496,0,0,1,,
,2.503689,0,0,1,,
,2.504733,0,0,1,,
,2.505771,0,0,1,,
,2.506828,0,0,1,,
,2.507896,0,0,1,,
,2.50895,0,0,1,,
,2.509972,0,0,1,,
,2.511149,0,0,1,,
,2.512166,0,0,1,,
,2.51323,0,0,1,,
,2.51425,0,0,1,,
,2.515291,0,0,1,,
,2.516312,0,0,1,,
,2.517351,0,0,1,,
,2.518423,0,0,1,,
,2.519617,0,0,1,,
,2.520643,0,0,1,,
,2.521847,0,0,1,,
,2.522862,0,0,1,,
,2.523924,0,0,1,,
,2.524973,0,0,1,,
,2.525982,0,0,1,,
,2.527083,0,0,1,,
,2.528193,0,0,1,,
,2.52948,0,0,1,,
,2.530281,0,0,1,,
,2.531606,0,0,1,,
,2.533277,0,0,1,,
,2.534741,0,0,1,,
,2.535759,0,0,1,,
,2.536771,0,0,1,,
,2.537849,0,0,1,,
,2.538892,0,0,1,,
,2.539973,0,0,1,,
,2.541022,0,0,1,,
,2.542057,0,0,1,,
,2.543154,0,0,1,,
,2.544247,0,0,1,,
,2.545065,0,0,1,,
,2.546065,0,0,1,,
,2.547084,0,0,1,,
,2.548084,0,0,1,,
,2.549104,0,0,1,,
,2.550167,0,0,1,,
,2.551206,0,0,1,,
,2.552237,0,0,1,,
,2.553241,0,0,1,,
,2.554268,0,0,1,,
,2.555272,0,0,1,,
,2.556267,0,0,1,,
,2.557285,0,0,1,,
,2.558347,0,0,1,,
,2.55965,0,0,1,,
,2.560724,0,0,1,,
,2.561901,0,0,1,,
,2.562914,0,0,1,,
,2.563937,0,0,1,,
,2.565023,0,0,1,,
,2.566066,0,0,1,,
,2.567106,0,0,1,,
,2.568137,0,0,1,,
,2.569254,0,0,1,,
,2.570273,0,0,1,,
,2.57129,0,0,1,,
,2.5723,0,0,1,,
,2.573312,0,0,1,,
,2.57438,0,0,1,,
,2.575588,0,0,1,,
,2.576485,0,0,1,,
,2.577657,0,0,1,,
,2.578705,0,0,1,,
,2.579782,0,0,1,,
,2.580769,0,0,1,,
,2.581933,0,0,1,,
,2.582962,0,0,1,,
,2.584028,0,0,1,,
,2.585073,0,0,1,,
,2.586103,0,0,1,,
,2.587101,0,0,1,,
,2.58794,0,0,1,,
,2.589173,0,0,1,,
,2.590174,0,0,1,,
,2.591189,0,0,1,,
,2.592222,0,0,1,,
,2.59328,0,0,1,,
,2.594118,0,0,1,,
,2.595209,0,0,1,,
,2.596239,0,0,1,,
,2.597044,0,0,1,,
,2.59805,0,0,1,,
,2.599076,0,0,1,,
,2.600106,0,0,1,,
,2.601078,0,0,1,,
,2.602094,0,0,1,,
,2.603175,0,0,1,,
,2.604027,0,0,1,,
,2.605086,0,0,1,,
,2.606247,0,0,1,,
,2.607092,0,0,1,,
,2.608099,0,0,1,,
,2.609129,0,0,1,,
,2.610168,0,0,1,,
,2.611025,0,0,1,,
,2.612054,0,0,1,,
,2.613042,0,0,1,,
,2.613851,0,0,1,,
,2.614852,0,0,1,,
,2.615845,0,0,1,,
,2.616659,0,0,1,,
,2.617681,0,0,1,,
,2.618466,0,0,1,,
,2.619271,0,0,1,,
,2.62032,0,0,1,,
,2.621553,0,0,1,,
,2.622356,0,0,1,,
,2.623563,0,0,1,,
,2.624345,0,0,1,,
,2.625136,0,0,1,,
,2.626168,0,0,1,,
,2.627229,0,0,1,,
,2.628046,0,0,1,,
,2.629067,0,0,1,,
,2.630099,0,0,1,,
,2.630879,0,0,1,,
,2.631926,0,0,1,,
,2.632936,0,0,1,,
,2.633972,0,0,1,,
,2.634759,0,0,1,,
,2.635852,0,0,1,,
,2.63672,0,0,1,,
,2.63784,0,0,1,,
,2.638901,0,0,1,,
,2.639905,0,0,1,,
,2.640684,0,0,1,,
,2.641646,0,0,1,,
,2.642652,0,0,1,,
,2.643665,0,0,1,,
,2.644728,0,0,1,,
,2.645788,0,0,1,,
,2.646598,0,0,1,,
,2.647617,0,0,1,,
,2.648437,0,0,1,,
,2.649214,0,0,1,,
,2.650226,0,0,1,,
,2.651237,0,0,1,,
,2.652277,0,0,1,,
,2.653086,0,0,1,,
,2.654113,0,0,1,,
,2.655293,0,0,1,,
,2.65616,0,0,1,,
,2.657206,0,0,1,,
,2.657998,0,0,1,,
,2.659045,0,0,1,,
,2.659852,0,0,1,,
,2.660883,0,0,1,,
,2.662266,0,0,1,,
,2.663143,0,0,1,,
,2.664211,0,0,1,,
,2.665238,0,0,1,,
,2.666307,0,0,1,,
,2.66712,0,0,1,,
,2.667911,0,0,1,,
,2.668978,0,0,1,,
,2.670506,0,0,1,,
,2.671615,0,0,1,,
,2.672649,0,0,1,,
,2.673435,0,0,1,,
,2.674216,0,0,1,,
,2.675235,0,0,1,,
,2.676063,0,0,1,,
,2.677086,0,0,1,,
,2.678118,0,0,1,,
,2.678908,0,0,1,,
,2.679795,0,0,1,,
,2.68062,0,0,1,,
,2.681849,0,0,1,,
,2.682629,0,0,1,,
,2.683648,0,0,1,,
,2.684429,0,0,1,,
,2.685204,0,0,1,,
,2.686021,0,0,1,,
,2.686853,0,0,1,,
,2.687892,0,0,1,,
,2.688938,0,0,1,,
,2.690006,0,0,1,,
,2.690808,0,0,1,,
,2.691625,0,0,1,,
,2.692636,0,0,1,,
,2.696322,0,0,1,,
,2.697588,0,0,1,,
,2.698427,0,0,1,,
,2.699217,0,0,1,,
,2.700038,0,0,1,,
,2.70099,0,0,1,,
,2.701783,0,0,1,,
,2.702605,0,0,1,,
,2.7039,0,0,1,,
,2.704697,0,0,1,,
,2.705482,0,0,1,,
,2.706277,0,0,1,,
,2.70707,0,0,1,,
,2.707858,0,0,1,,
,2.708641,0,0,1,,
,2.709413,0,0,1,,
,2.710197,0,0,1,,
,2.710968,0,0,1,,
,2.711755,0,0,1,,
,2.712534,0,0,1,,
,2.713311,0,0,1,,
,2.714097,0,0,1,,
,2.714885,0,0,1,,
,2.715665,0,0,1,,
,2.716432,0,0,1,,
,2.717208,0,0,1,,
,2.718002,0,0,1,,
,2.71879,0,0,1,,
,2.719575,0,0,1,,
,2.720347,0,0,1,,
,2.721309,0,0,1,,
,2.722113,0,0,1,,
,2.722911,0,0,1,,
,2.723701,0,0,1,,
,2.72448,0,0,1,,
,2.725257,0,0,1,,
,2.726088,0,0,1,,
,2.726869,0,0,1,,
,2.727647,0,0,1,,
,2.728441,0,0,1,,
,2.729215,0,0,1,,
,2.729999,0,0,1,,
,2.730772,0,0,1,,
,2.731563,0,0,1,,
,2.732372,0,0,1,,
,2.733161,0,0,1,,
,2.734079,0,0,1,,
,2.734927,0,0,1,,
,2.73574,0,0,1,,
,2.736515,0,0,1,,
,2.737289,0,0,1,,
,2.738075,0,0,1,,
,2.739282,0,0,1,,
,2.740088,0,0,1,,
,2.741488,0,0,1,,
,2.742274,0,0,1,,
,2.743194,0,0,1,,
,2.743989,0,0,1,,
,2.744812,0,0,1,,
,2.745816,0,0,1,,
,2.74684,0,0,1,,
,2.7479,0,0,1,,
,2.748961,0,0,1,,
,2.749813,0,0,1,,
,2.751382,0,0,1,,
,2.752382,0,0,1,,
,2.75325,0,0,1,,
,2.754277,0,0,1,,
,2.75531,0,0,1,,
,2.756354,0,0,1,,
,2.757365,0,0,1,,
,2.758173,0,0,1,,
,2.759299,0,0,1,,
,2.760348,0,0,1,,
,2.761407,0,0,1,,
,2.762627,0,0,1,,
,2.763667,0,0,1,,
,2.764697,0,0,1,,
,2.765734,0,0,1,,
,2.767021,0,0,1,,
,2.768142,0,0,1,,
,2.769199,0,0,1,,
,2.770225,0,0,1,,
,2.771246,0,0,1,,
,2.772297,0,0,1,,
,2.77339,0,0,1,,
,2.774868,0,0,1,,
,2.77598,0,0,1,,
,2.776819,0,0,1,,
,2.777862,0,0,1,,
,2.778892,0,0,1,,
,2.779909,0,0,1,,
,2.780936,0,0,1,,
,2.782164,0,0,1,,
,2.783219,0,0,1,,
,2.784036,0,0,1,,
,2.785124,0,0,1,,
,2.78618,0,0,1,,
,2.787138,0,0,1,,
,2.788237,0,0,1,,
,2.789248,0,0,1,,
,2.790325,0,0,1,,
,2.791431,0,0,1,,
,2.792569,0,0,1,,
,2.793731,0,0,1,,
,2.794803,0,0,1,,
,2.795853,0,0,1,,
,2.79689,0,0,1,,
,2.79793,0,0,1,,
,2.799061,0,0,1,,
,2.800097,0,0,1,,
,2.801255,0,0,1,,
,2.802398,0,0,1,,
,2.803629,0,0,1,,
,2.80466,0,0,1,,
,2.805682,0,0,1,,
,2.806713,0,0,1,,
,2.807738,0,0,1,,
,2.808775,0,0,1,,
,2.809817,0,0,1,,
,2.810857,0,0,1,,
,2.811883,0,0,1,,
,2.81271,0,0,1,,
,2.813957,0,0,1,,
,2.815003,0,0,1,,
,2.816049,0,0,1,,
,2.817108,0,0,1,,
,2.818169,0,0,1,,
,2.819278,0,0,1,,
,2.820307,0,0,1,,
,2.82125,0,0,1,,
,2.822297,0,0,1,,
,2.823302,0,0,1,,
,2.824088,0,0,1,,
,2.825119,0,0,1,,
,2.825941,0,0,1,,
,2.826974,0,0,1,,
,2.828063,0,0,1,,
,2.829104,0,0,1,,
,2.830129,0,0,1,,
,2.831198,0,0,1,,
,2.832551,0,0,1,,
,2.833664,0,0,1,,
,2.83453,0,0,1,,
,2.835772,0,0,1,,
,2.836846,0,0,1,,
,2.837927,0,0,1,,
,2.839015,0,0,1,,
,2.840064,0,0,1,,
,2.841084,0,0,1,,
,2.842105,0,0,1,,
,2.843163,0,0,1,,
,2.844046,0,0,1,,
,2.845119,0,0,1,,
,2.846168,0,0,1,,
,2.847562,0,0,1,,
,2.848607,0,0,1,,
,2.849469,0,0,1,,
,2.850257,0,0,1,,
,2.85133,0,0,1,,
,2.85267,0,0,1,,
,2.853717,0,0,1,,
,2.854768,0,0,1,,
,2.855602,0,0,1,,
,2.856626,0,0,1,,
,2.857652,0,0,1,,
,2.858692,0,0,1,,
,2.859698,0,0,1,,
,2.860723,0,0,1,,
,2.861891,0,0,1,,
,2.863239,0,0,1,,
,2.864355,0,0,1,,
,2.865576,0,0,1,,
,2.866377,0,0,1,,
,2.867169,0,0,1,,
,2.868213,0,0,1,,
,2.869271,0,0,1,,
,2.87012,0,0,1,,
,2.87125,0,0,1,,
,2.872325,0,0,1,,
,2.873393,0,0,1,,
,2.874561,0,0,1,,
,2.875592,0,0,1,,
,2.876617,0,0,1,,
,2.877467,0,0,1,,
,2.878658,0,0,1,,
,2.879728,0,0,1,,
,2.880844,0,0,1,,
,2.882019,0,0,1,,
,2.883043,0,0,1,,
,2.884066,0,0,1,,
,2.885107,0,0,1,,
,2.886137,0,0,1,,
,2.887202,0,0,1,,
,2.888065,0,0,1,,
,2.889144,0,0,1,,
,2.889935,0,0,1,,
,2.891064,0,0,1,,
,2.892099,0,0,1,,
,2.893131,0,0,1,,
,2.89415,0,0,1,,
,2.895584,0,0,1,,
,2.896669,0,0,1,,
,2.897755,0,0,1,,
,2.898818,0,0,1,,
,2.899855,0,0,1,,
,2.900881,0,0,1,,
,2.902048,0,0,1,,
,2.903079,0,0,1,,
,2.904106,0,0,1,,
,2.905199,0,0,1,,
,2.906257,0,0,1,,
,2.907317,0,0,1,,
,2.908379,0,0,1,,
,2.909554,0,0,1,,
,2.910611,0,0,1,,
,2.911706,0,0,1,,
,2.912802,0,0,1,,
,2.913834,0,0,1,,
,2.914896,0,0,1,,
,2.915938,0,0,1,,
,2.916958,0,0,1,,
,2.918011,0,0,1,,
,2.919051,0,0,1,,
,2.920074,0,0,1,,
,2.921265,0,0,1,,
,2.92234,0,0,1,,
,2.92362,0,0,1,,
,2.924651,0,0,1,,
,2.925669,0,0,1,,
,2.929357,0,0,1,,
,2.930508,0,0,1,,
,2.931369,0,0,1,,
,2.932605,0,0,1,,
,2.933396,0,0,1,,
,2.934203,0,0,1,,
,2.93523,0,0,1,,
,2.936057,0,0,1,,
,2.937119,0,0,1,,
,2.938142,0,0,1,,
,2.93913,0,0,1,,
,2.940218,0,0,1,,
,2.941652,0,0,1,,
,2.942764,0,0,1,,
,2.943829,0,0,1,,
,2.94489,0,0,1,,
,2.945886,0,0,1,,
,2.946672,0,0,1,,
,2.947705,0,0,1,,
,2.948777,0,0,1,,
,2.949635,0,0,1,,
,2.950706,0,0,1,,
,2.951527,0,0,1,,
,2.952322,0,0,1,,
,2.953394,0,0,1,,
,2.954679,0,0,1,,
,2.955751,0,0,1,,
,2.956545,0,0,1,,
,2.957343,0,0,1,,
,2.958143,0,0,1,,
,2.959259,0,0,1,,
,2.960047,0,0,1,,
,2.961439,0,0,1,,
,2.962238,0,0,1,,
,2.963022,0,0,1,,
,2.96386,0,0,1,,
,2.96511,0,0,1,,
,2.965983,0,0,1,,
,2.96681,0,0,1,,
,2.967615,0,0,1,,
,2.968409,0,0,1,,
,2.969195,0,0,1,,
,2.969976,0,0,1,,
,2.970757,0,0,1,,
,2.971534,0,0,1,,
,2.972334,0,0,1,,
,2.973125,0,0,1,,
,2.973912,0,0,1,,
,2.9748,0,0,1,,
,2.975643,0,0,1,,
,2.976493,0,0,1,,
,2.977281,0,0,1,,
,2.978066,0,0,1,,
,2.978915,0,0,1,,
,2.979883,0,0,1,,
,2.98068,0,0,1,,
,2.981599,0,0,1,,
,2.98239,0,0,1,,
,2.983246,0,0,1,,
,2.984041,0,0,1,,
,2.984826,0,0,1,,
,2.985611,0,0,1,,
,2.986388,0,0,1,,
,2.98718,0,0,1,,
,2.98796,0,0,1,,
,2.988745,0,0,1,,
,2.989521,0,0,1,,
,2.990358,0,0,1,,
,2.991145,0,0,1,,
,2.991931,0,0,1,,
,2.992734,0,0,1,,
,2.993507,0,0,1,,
,2.994272,0,0,1,,
,2.995049,0,0,1,,
